合约代码,更新时间,最新价,成交量,买价一,买量一,卖价一,卖量一,持仓量,换手率
TF1706,49:40.5,99.245,3891,99.245,1,99.25,27,15880,3.86E+09
TF1706,49:46.0,99.245,3891,99.245,1,99.25,27,15880,3.86E+09
TF1706,49:46.5,99.245,3893,99.24,13,99.245,1,15880,3.87E+09
TF1706,49:47.5,99.24,3895,99.24,12,99.245,1,15880,3.87E+09
TF1706,49:50.5,99.245,3896,99.24,12,99.25,27,15880,3.87E+09
TF1706,49:51.0,99.245,3896,99.24,12,99.25,8,15880,3.87E+09
TF1706,49:53.5,99.245,3896,99.245,1,99.25,8,15880,3.87E+09
TF1706,49:54.0,99.245,3896,99.245,3,99.25,8,15880,3.87E+09
TF1706,49:54.5,99.245,3896,99.245,3,99.25,2,15880,3.87E+09
TF1706,49:55.0,99.25,3898,99.25,2,99.255,7,15880,3.87E+09
TF1706,49:55.5,99.25,3900,99.245,3,99.255,8,15879,3.87E+09
TF1706,49:56.0,99.25,3900,99.245,3,99.255,7,15879,3.87E+09
TF1706,49:56.5,99.25,3900,99.245,3,99.255,15,15879,3.87E+09
TF1706,49:57.0,99.25,3900,99.245,3,99.25,6,15879,3.87E+09
TF1706,49:57.5,99.25,3900,99.245,3,99.25,4,15879,3.87E+09
TF1706,50:01.5,99.245,3903,99.24,13,99.25,5,15877,3.88E+09
TF1706,50:02.0,99.245,3903,99.24,13,99.25,5,15877,3.88E+09
TF1706,50:02.5,99.245,3903,99.24,13,99.25,16,15877,3.88E+09
TF1706,50:03.0,99.24,3905,99.24,11,99.245,3,15879,3.88E+09
TF1706,50:03.5,99.24,3907,99.24,9,99.245,21,15881,3.88E+09
TF1706,50:04.0,99.24,3908,99.24,8,99.245,21,15882,3.88E+09
TF1706,50:04.5,99.24,3910,99.24,6,99.245,21,15882,3.88E+09
TF1706,50:05.0,99.24,3910,99.24,6,99.245,21,15882,3.88E+09
TF1706,50:05.5,99.24,3912,99.24,4,99.245,21,15883,3.88E+09
TF1706,50:06.0,99.24,3916,99.235,4,99.24,5,15883,3.89E+09
TF1706,50:06.5,99.24,3916,99.235,4,99.24,24,15883,3.89E+09
TF1706,50:07.0,99.24,3916,99.235,3,99.24,28,15883,3.89E+09
TF1706,50:08.5,99.235,3917,99.235,2,99.24,26,15883,3.89E+09
TF1706,50:09.0,99.23,3920,99.23,9,99.24,26,15885,3.89E+09
TF1706,50:09.5,99.23,3920,99.23,9,99.235,2,15885,3.89E+09
TF1706,50:10.0,99.23,3920,99.23,9,99.235,7,15885,3.89E+09
TF1706,50:10.5,99.23,3929,99.225,1,99.23,3,15884,3.90E+09
TF1706,50:11.0,99.225,3930,99.215,1,99.225,2,15884,3.90E+09
TF1706,50:11.5,99.225,3932,99.225,6,99.23,11,15883,3.90E+09
TF1706,50:12.0,99.225,3933,99.22,4,99.23,2,15883,3.91E+09
TF1706,50:12.5,99.23,3935,99.225,6,99.235,11,15883,3.91E+09
TF1706,50:13.0,99.23,3935,99.22,4,99.235,11,15883,3.91E+09
TF1706,50:13.5,99.23,3935,99.22,4,99.235,11,15883,3.91E+09
TF1706,50:14.0,99.23,3935,99.22,5,99.23,1,15883,3.91E+09
TF1706,50:14.5,99.23,3935,99.22,3,99.23,14,15883,3.91E+09
TF1706,50:15.0,99.22,3937,99.215,2,99.225,4,15884,3.91E+09
TF1706,50:15.5,99.215,3938,99.215,1,99.225,17,15884,3.91E+09
TF1706,50:16.0,99.215,3939,99.205,2,99.215,1,15885,3.91E+09
TF1706,50:16.5,99.215,3940,99.215,6,99.22,2,15885,3.91E+09
TF1706,50:17.0,99.22,3941,99.21,5,99.22,2,15884,3.91E+09
TF1706,50:17.5,99.22,3942,99.215,9,99.22,1,15884,3.91E+09
TF1706,50:18.0,99.22,3943,99.22,7,99.225,9,15884,3.92E+09
TF1706,50:18.5,99.22,3943,99.22,3,99.225,13,15884,3.92E+09
TF1706,50:19.0,99.22,3946,99.215,3,99.225,15,15884,3.92E+09
TF1706,50:19.5,99.22,3946,99.215,3,99.225,13,15884,3.92E+09
TF1706,50:20.0,99.22,3946,99.215,3,99.225,1,15884,3.92E+09
TF1706,50:20.5,99.22,3946,99.22,5,99.225,1,15884,3.92E+09
TF1706,50:21.0,99.22,3946,99.22,3,99.225,1,15884,3.92E+09
TF1706,50:21.5,99.22,3946,99.22,1,99.225,1,15884,3.92E+09
TF1706,50:22.0,99.22,3946,99.22,1,99.225,2,15884,3.92E+09
TF1706,50:23.0,99.22,3947,99.215,3,99.225,11,15883,3.92E+09
TF1706,50:23.5,99.22,3947,99.22,3,99.225,6,15883,3.92E+09
TF1706,50:24.0,99.22,3947,99.22,3,99.225,2,15883,3.92E+09
TF1706,50:24.5,99.22,3947,99.22,2,99.225,2,15883,3.92E+09
TF1706,50:26.0,99.22,3947,99.22,2,99.225,2,15883,3.92E+09
TF1706,50:26.5,99.225,3949,99.225,3,99.23,12,15882,3.92E+09
TF1706,50:27.0,99.225,3949,99.225,4,99.23,3,15882,3.92E+09
TF1706,50:27.5,99.225,3949,99.225,4,99.23,2,15882,3.92E+09
TF1706,50:29.0,99.235,3957,99.225,4,99.235,5,15889,3.93E+09
TF1706,50:29.5,99.235,3958,99.23,3,99.24,7,15889,3.93E+09
TF1706,50:30.0,99.235,3958,99.23,4,99.24,1,15889,3.93E+09
TF1706,50:30.5,99.235,3958,99.235,3,99.245,3,15889,3.93E+09
TF1706,50:31.0,99.235,3958,99.235,6,99.245,3,15889,3.93E+09
TF1706,50:31.5,99.235,3964,99.23,2,99.245,10,15886,3.94E+09
TF1706,50:32.0,99.235,3964,99.23,2,99.245,10,15886,3.94E+09
TF1706,50:32.5,99.235,3964,99.23,2,99.24,5,15886,3.94E+09
TF1706,50:33.0,99.235,3964,99.23,2,99.24,3,15886,3.94E+09
TF1706,50:33.5,99.235,3964,99.23,3,99.24,3,15886,3.94E+09
TF1706,50:34.0,99.235,3964,99.23,3,99.24,3,15886,3.94E+09
TF1706,50:36.0,99.24,3965,99.235,2,99.24,2,15885,3.94E+09
TF1706,50:36.5,99.24,3967,99.235,3,99.245,4,15887,3.94E+09
TF1706,50:37.5,99.24,3967,99.235,1,99.245,4,15887,3.94E+09
TF1706,50:38.0,99.24,3967,99.235,1,99.245,4,15887,3.94E+09
TF1706,50:38.5,99.24,3967,99.235,1,99.245,4,15887,3.94E+09
TF1706,50:40.0,99.24,3967,99.235,1,99.245,4,15887,3.94E+09
TF1706,50:41.0,99.24,3967,99.235,1,99.245,4,15887,3.94E+09
TF1706,50:41.5,99.24,3967,99.235,1,99.245,7,15887,3.94E+09
TF1706,50:42.0,99.24,3967,99.235,1,99.245,3,15887,3.94E+09
TF1706,50:42.5,99.235,3968,99.23,3,99.24,2,15886,3.94E+09
TF1706,50:43.0,99.235,3968,99.23,3,99.245,7,15886,3.94E+09
TF1706,50:44.5,99.235,3968,99.23,3,99.245,13,15886,3.94E+09
TF1706,50:45.0,99.235,3968,99.235,10,99.24,2,15886,3.94E+09
TF1706,50:45.5,99.24,3970,99.24,10,99.245,3,15884,3.94E+09
TF1706,50:46.0,99.24,3970,99.24,2,99.245,3,15884,3.94E+09
TF1706,50:46.5,99.24,3970,99.24,3,99.245,3,15884,3.94E+09
TF1706,50:47.0,99.24,3970,99.24,2,99.245,3,15884,3.94E+09
TF1706,50:47.5,99.24,3970,99.24,2,99.245,3,15884,3.94E+09
TF1706,50:48.0,99.24,3970,99.24,2,99.245,3,15884,3.94E+09
TF1706,50:50.0,99.24,3970,99.24,2,99.245,3,15884,3.94E+09
TF1706,50:50.5,99.24,3970,99.24,2,99.245,7,15884,3.94E+09
TF1706,50:51.5,99.24,3971,99.24,1,99.245,7,15884,3.94E+09
TF1706,50:52.0,99.24,3972,99.235,10,99.24,3,15884,3.94E+09
TF1706,50:52.5,99.24,3972,99.235,10,99.24,3,15884,3.94E+09
TF1706,50:53.0,99.24,3972,99.235,10,99.24,3,15884,3.94E+09
TF1706,50:55.5,99.24,3972,99.235,10,99.24,9,15884,3.94E+09
TF1706,50:56.0,99.24,3972,99.235,10,99.24,2,15884,3.94E+09
TF1706,50:56.5,99.24,3972,99.235,11,99.24,2,15884,3.94E+09
TF1706,50:57.0,99.24,3972,99.235,11,99.24,8,15884,3.94E+09
TF1706,50:57.5,99.24,3972,99.235,11,99.24,6,15884,3.94E+09
TF1706,50:58.5,99.24,3972,99.235,11,99.24,2,15884,3.94E+09
TF1706,50:59.5,99.24,3972,99.235,11,99.24,12,15884,3.94E+09
TF1706,51:00.0,99.24,3973,99.235,11,99.24,11,15883,3.95E+09
TF1706,51:01.0,99.24,3973,99.235,11,99.24,1,15883,3.95E+09
TF1706,51:01.5,99.235,3974,99.235,10,99.24,8,15883,3.95E+09
TF1706,51:02.0,99.24,3976,99.235,10,99.24,10,15885,3.95E+09
TF1706,51:02.5,99.24,3976,99.235,10,99.24,4,15885,3.95E+09
TF1706,51:03.5,99.24,3976,99.235,10,99.245,9,15885,3.95E+09
TF1706,51:04.0,99.24,3976,99.235,10,99.245,13,15885,3.95E+09
TF1706,51:06.0,99.24,3976,99.235,10,99.245,7,15885,3.95E+09
TF1706,51:06.5,99.235,3977,99.235,9,99.24,3,15885,3.95E+09
TF1706,51:07.0,99.235,3980,99.235,5,99.245,15,15885,3.95E+09
TF1706,51:07.5,99.235,3980,99.235,5,99.24,5,15885,3.95E+09
TF1706,51:11.0,99.245,3988,99.235,6,99.24,4,15886,3.96E+09
TF1706,51:11.5,99.24,3992,99.24,15,99.25,1,15883,3.96E+09
TF1706,51:12.0,99.245,3996,99.24,10,99.25,1,15883,3.97E+09
TF1706,51:12.5,99.245,3996,99.24,6,99.245,4,15883,3.97E+09
TF1706,51:13.0,99.245,3996,99.24,7,99.245,4,15883,3.97E+09
TF1706,51:13.5,99.245,4000,99.245,4,99.25,1,15879,3.97E+09
TF1706,51:14.0,99.25,4001,99.25,3,99.255,7,15880,3.97E+09
TF1706,51:14.5,99.25,4001,99.245,1,99.255,7,15880,3.97E+09
TF1706,51:15.0,99.25,4001,99.245,1,99.255,7,15880,3.97E+09
TF1706,51:16.5,99.25,4001,99.245,1,99.25,3,15880,3.97E+09
TF1706,51:17.0,99.25,4001,99.245,1,99.255,7,15880,3.97E+09
TF1706,51:17.5,99.25,4001,99.245,1,99.25,3,15880,3.97E+09
TF1706,51:18.0,99.25,4001,99.245,1,99.25,2,15880,3.97E+09
TF1706,51:18.5,99.25,4001,99.25,1,99.255,7,15880,3.97E+09
TF1706,51:19.0,99.25,4002,99.245,1,99.25,1,15879,3.97E+09
TF1706,51:19.5,99.25,4002,99.245,1,99.25,1,15879,3.97E+09
TF1706,51:21.0,99.25,4002,99.245,1,99.25,1,15879,3.97E+09
TF1706,51:25.5,99.245,4003,99.24,2,99.25,1,15878,3.97E+09
TF1706,51:26.0,99.245,4003,99.24,2,99.25,1,15878,3.97E+09
TF1706,51:28.0,99.245,4003,99.24,3,99.25,1,15878,3.97E+09
TF1706,51:30.0,99.245,4003,99.24,3,99.25,1,15878,3.97E+09
TF1706,51:33.0,99.245,4003,99.24,3,99.25,1,15878,3.97E+09
TF1706,51:33.5,99.245,4003,99.245,5,99.25,1,15878,3.97E+09
TF1706,51:34.0,99.245,4003,99.245,6,99.25,1,15878,3.97E+09
TF1706,51:34.5,99.245,4003,99.245,6,99.25,1,15878,3.97E+09
TF1706,51:37.0,99.25,4004,99.245,6,99.255,7,15877,3.98E+09
TF1706,51:38.0,99.25,4004,99.245,7,99.255,1,15877,3.98E+09
TF1706,51:38.5,99.25,4004,99.25,1,99.255,1,15877,3.98E+09
TF1706,51:39.0,99.25,4004,99.25,2,99.255,1,15877,3.98E+09
TF1706,51:42.5,99.255,4005,99.25,2,99.26,7,15877,3.98E+09
TF1706,51:43.0,99.255,4005,99.25,2,99.255,3,15877,3.98E+09
TF1706,51:43.5,99.25,4007,99.25,1,99.255,9,15877,3.98E+09
TF1706,51:44.0,99.25,4009,99.245,7,99.255,9,15875,3.98E+09
TF1706,51:45.0,99.25,4009,99.245,8,99.255,3,15875,3.98E+09
TF1706,51:48.5,99.25,4009,99.245,8,99.255,3,15875,3.98E+09
TF1706,51:49.0,99.25,4013,99.25,9,99.26,1,15874,3.98E+09
TF1706,51:49.5,99.25,4014,99.25,4,99.26,1,15875,3.99E+09
TF1706,51:50.5,99.25,4014,99.25,4,99.255,1,15875,3.99E+09
TF1706,51:51.0,99.25,4014,99.25,4,99.26,7,15875,3.99E+09
TF1706,51:51.5,99.25,4014,99.25,4,99.26,7,15875,3.99E+09
TF1706,51:53.5,99.25,4014,99.25,4,99.26,7,15875,3.99E+09
TF1706,51:55.0,99.25,4014,99.25,4,99.26,7,15875,3.99E+09
TF1706,51:55.5,99.25,4014,99.25,4,99.26,7,15875,3.99E+09
TF1706,51:58.5,99.25,4014,99.25,2,99.26,7,15875,3.99E+09
TF1706,51:59.0,99.25,4014,99.25,2,99.26,1,15875,3.99E+09
TF1706,52:00.5,99.25,4014,99.25,2,99.26,1,15875,3.99E+09
TF1706,52:03.5,99.26,4015,99.25,2,99.265,2,15876,3.99E+09
TF1706,52:04.0,99.26,4015,99.25,2,99.265,8,15876,3.99E+09
TF1706,52:04.5,99.26,4015,99.25,2,99.26,1,15876,3.99E+09
TF1706,52:05.0,99.26,4015,99.25,2,99.26,1,15876,3.99E+09
TF1706,52:06.0,99.26,4015,99.25,2,99.26,1,15876,3.99E+09
TF1706,52:09.0,99.26,4015,99.25,2,99.26,1,15876,3.99E+09
TF1706,52:15.0,99.26,4015,99.255,1,99.26,1,15876,3.99E+09
TF1706,52:15.5,99.26,4016,99.255,2,99.265,2,15876,3.99E+09
TF1706,52:16.0,99.26,4016,99.255,2,99.265,2,15876,3.99E+09
TF1706,52:16.5,99.26,4016,99.255,2,99.26,1,15876,3.99E+09
TF1706,52:17.0,99.26,4017,99.26,2,99.265,2,15876,3.99E+09
TF1706,52:17.5,99.26,4017,99.26,1,99.265,2,15876,3.99E+09
TF1706,52:18.0,99.26,4017,99.26,1,99.265,1,15876,3.99E+09
TF1706,52:23.0,99.26,4017,99.26,1,99.265,1,15876,3.99E+09
TF1706,52:27.5,99.265,4018,99.265,1,99.27,4,15877,3.99E+09
TF1706,52:28.0,99.265,4019,99.26,1,99.27,4,15877,3.99E+09
TF1706,52:29.0,99.265,4019,99.26,1,99.265,4,15877,3.99E+09
TF1706,52:33.0,99.265,4020,99.26,1,99.27,8,15877,3.99E+09
TF1706,52:33.5,99.265,4020,99.26,1,99.27,8,15877,3.99E+09
TF1706,52:34.0,99.265,4020,99.26,1,99.27,8,15877,3.99E+09
TF1706,52:34.5,99.265,4020,99.26,1,99.27,8,15877,3.99E+09
TF1706,52:36.0,99.265,4020,99.26,1,99.265,1,15877,3.99E+09
TF1706,52:40.0,99.265,4020,99.26,1,99.265,1,15877,3.99E+09
TF1706,52:41.5,99.265,4020,99.26,2,99.265,1,15877,3.99E+09
TF1706,52:42.0,99.265,4020,99.26,2,99.265,1,15877,3.99E+09
TF1706,52:42.5,99.265,4020,99.26,2,99.265,1,15877,3.99E+09
TF1706,52:45.0,99.26,4022,99.255,3,99.265,1,15876,3.99E+09
TF1706,52:45.5,99.26,4022,99.255,3,99.265,1,15876,3.99E+09
TF1706,52:46.0,99.26,4022,99.255,3,99.265,2,15876,3.99E+09
TF1706,52:48.0,99.26,4022,99.255,3,99.265,2,15876,3.99E+09
TF1706,52:48.5,99.26,4022,99.255,3,99.265,7,15876,3.99E+09
TF1706,52:52.5,99.26,4022,99.26,1,99.265,7,15876,3.99E+09
TF1706,52:53.0,99.26,4023,99.255,3,99.26,6,15875,3.99E+09
TF1706,52:53.5,99.26,4023,99.255,3,99.26,2,15875,3.99E+09
TF1706,52:55.0,99.26,4025,99.26,3,99.265,7,15876,4.00E+09
TF1706,52:55.5,99.26,4025,99.26,3,99.265,7,15876,4.00E+09
TF1706,52:57.0,99.26,4025,99.26,3,99.265,3,15876,4.00E+09
TF1706,52:57.5,99.26,4025,99.26,4,99.265,3,15876,4.00E+09
TF1706,52:58.0,99.26,4025,99.26,5,99.265,3,15876,4.00E+09
TF1706,52:58.5,99.26,4025,99.26,5,99.265,3,15876,4.00E+09
TF1706,52:59.0,99.26,4025,99.26,5,99.265,2,15876,4.00E+09
TF1706,53:01.0,99.26,4025,99.26,5,99.265,2,15876,4.00E+09
TF1706,53:04.5,99.26,4025,99.26,5,99.265,2,15876,4.00E+09
TF1706,53:08.0,99.26,4025,99.26,5,99.265,2,15876,4.00E+09
TF1706,53:09.5,99.26,4025,99.26,4,99.265,2,15876,4.00E+09
TF1706,53:10.5,99.26,4025,99.26,4,99.265,2,15876,4.00E+09
TF1706,53:11.0,99.26,4025,99.26,4,99.265,6,15876,4.00E+09
TF1706,53:11.5,99.26,4025,99.26,4,99.265,2,15876,4.00E+09
TF1706,53:16.5,99.26,4025,99.26,4,99.265,2,15876,4.00E+09
TF1706,53:21.5,99.26,4025,99.26,4,99.265,2,15876,4.00E+09
TF1706,53:25.0,99.26,4025,99.26,5,99.265,2,15876,4.00E+09
TF1706,53:25.5,99.26,4025,99.26,5,99.265,2,15876,4.00E+09
TF1706,53:30.0,99.265,4027,99.26,5,99.27,8,15875,4.00E+09
TF1706,53:30.5,99.265,4027,99.26,5,99.27,8,15875,4.00E+09
TF1706,53:35.5,99.265,4027,99.26,5,99.27,8,15875,4.00E+09
TF1706,53:40.0,99.265,4027,99.26,5,99.27,8,15875,4.00E+09
TF1706,53:44.5,99.265,4027,99.26,5,99.27,8,15875,4.00E+09
TF1706,53:47.5,99.265,4027,99.26,5,99.27,8,15875,4.00E+09
TF1706,53:59.5,99.265,4027,99.26,5,99.27,8,15875,4.00E+09
TF1706,54:24.5,99.265,4027,99.26,6,99.27,8,15875,4.00E+09
TF1706,54:25.5,99.265,4027,99.26,6,99.27,4,15875,4.00E+09
TF1706,54:26.0,99.265,4027,99.26,6,99.265,4,15875,4.00E+09
TF1706,54:27.5,99.265,4027,99.26,5,99.265,4,15875,4.00E+09
TF1706,54:35.5,99.265,4027,99.26,6,99.265,4,15875,4.00E+09
TF1706,54:36.0,99.265,4027,99.26,5,99.27,8,15875,4.00E+09
TF1706,54:36.5,99.265,4027,99.26,5,99.27,4,15875,4.00E+09
TF1706,54:37.0,99.265,4027,99.26,6,99.265,4,15875,4.00E+09
TF1706,54:37.5,99.265,4028,99.26,6,99.27,8,15874,4.00E+09
TF1706,54:38.0,99.265,4028,99.26,6,99.27,4,15874,4.00E+09
TF1706,54:38.5,99.265,4028,99.26,6,99.265,4,15874,4.00E+09
TF1706,54:40.5,99.265,4028,99.26,6,99.27,8,15874,4.00E+09
TF1706,54:41.0,99.265,4028,99.26,6,99.27,4,15874,4.00E+09
TF1706,54:41.5,99.265,4028,99.26,6,99.265,4,15874,4.00E+09
TF1706,54:42.0,99.265,4028,99.26,6,99.27,8,15874,4.00E+09
TF1706,54:43.5,99.265,4028,99.26,6,99.27,4,15874,4.00E+09
TF1706,54:44.0,99.265,4028,99.26,6,99.27,8,15874,4.00E+09
TF1706,54:46.5,99.265,4028,99.26,6,99.27,8,15874,4.00E+09
TF1706,54:51.0,99.265,4028,99.26,6,99.27,4,15874,4.00E+09
TF1706,54:51.5,99.265,4028,99.26,6,99.27,8,15874,4.00E+09
TF1706,54:57.0,99.265,4028,99.26,6,99.27,8,15874,4.00E+09
TF1706,55:01.5,99.265,4028,99.26,6,99.27,9,15874,4.00E+09
TF1706,55:02.0,99.265,4028,99.26,6,99.27,5,15874,4.00E+09
TF1706,55:03.0,99.265,4028,99.26,6,99.265,4,15874,4.00E+09
TF1706,55:04.5,99.265,4028,99.26,6,99.27,9,15874,4.00E+09
TF1706,55:07.0,99.265,4028,99.26,6,99.27,9,15874,4.00E+09
TF1706,55:09.0,99.265,4028,99.26,6,99.27,5,15874,4.00E+09
TF1706,55:09.5,99.265,4028,99.26,6,99.265,4,15874,4.00E+09
TF1706,55:10.0,99.265,4028,99.26,6,99.27,9,15874,4.00E+09
TF1706,55:23.5,99.265,4028,99.26,3,99.27,9,15874,4.00E+09
TF1706,55:24.0,99.27,4031,99.26,3,99.27,6,15875,4.00E+09
TF1706,55:30.5,99.27,4031,99.26,4,99.27,6,15875,4.00E+09
TF1706,55:38.0,99.27,4031,99.26,14,99.27,6,15875,4.00E+09
TF1706,55:45.0,99.27,4031,99.265,1,99.27,6,15875,4.00E+09
TF1706,55:45.5,99.27,4031,99.265,3,99.27,6,15875,4.00E+09
TF1706,55:46.0,99.27,4031,99.265,4,99.27,6,15875,4.00E+09
TF1706,55:46.5,99.27,4031,99.265,4,99.27,6,15875,4.00E+09
TF1706,55:49.0,99.27,4031,99.265,4,99.27,6,15875,4.00E+09
TF1706,55:49.5,99.27,4031,99.265,4,99.27,6,15875,4.00E+09
TF1706,55:51.5,99.27,4031,99.265,4,99.27,5,15875,4.00E+09
TF1706,55:52.0,99.27,4031,99.265,4,99.27,5,15875,4.00E+09
TF1706,55:54.0,99.27,4031,99.265,4,99.27,5,15875,4.00E+09
TF1706,55:56.5,99.27,4031,99.265,14,99.27,5,15875,4.00E+09
TF1706,55:59.5,99.27,4033,99.265,15,99.275,3,15874,4.00E+09
TF1706,56:00.0,99.27,4033,99.265,15,99.275,3,15874,4.00E+09
TF1706,56:00.5,99.27,4033,99.27,2,99.275,7,15874,4.00E+09
TF1706,56:01.0,99.27,4033,99.27,5,99.275,7,15874,4.00E+09
TF1706,56:01.5,99.27,4033,99.27,4,99.275,7,15874,4.00E+09
TF1706,56:04.0,99.275,4040,99.275,3,99.28,2,15876,4.01E+09
TF1706,56:04.5,99.275,4044,99.27,3,99.275,14,15875,4.02E+09
TF1706,56:05.0,99.275,4044,99.27,3,99.275,7,15875,4.02E+09
TF1706,56:06.0,99.27,4046,99.27,1,99.275,5,15874,4.02E+09
TF1706,56:08.5,99.265,4050,99.26,4,99.27,1,15871,4.02E+09
TF1706,56:09.0,99.265,4050,99.265,1,99.27,1,15871,4.02E+09
TF1706,56:09.5,99.265,4050,99.265,1,99.27,5,15871,4.02E+09
TF1706,56:10.0,99.265,4050,99.265,1,99.27,6,15871,4.02E+09
TF1706,56:14.0,99.265,4051,99.26,4,99.265,2,15871,4.02E+09
TF1706,56:15.0,99.265,4051,99.26,4,99.265,2,15871,4.02E+09
TF1706,56:16.5,99.265,4051,99.26,4,99.265,2,15871,4.02E+09
TF1706,56:19.5,99.265,4051,99.26,4,99.265,2,15871,4.02E+09
TF1706,56:25.5,99.26,4055,99.255,3,99.26,1,15871,4.03E+09
TF1706,56:26.0,99.26,4056,99.26,7,99.265,1,15871,4.03E+09
TF1706,56:26.5,99.26,4056,99.26,2,99.265,2,15871,4.03E+09
TF1706,56:27.0,99.26,4056,99.26,2,99.265,2,15871,4.03E+09
TF1706,56:27.5,99.26,4056,99.26,1,99.265,3,15871,4.03E+09
TF1706,56:29.0,99.26,4056,99.26,1,99.265,3,15871,4.03E+09
TF1706,56:29.5,99.26,4057,99.255,3,99.265,7,15872,4.03E+09
TF1706,56:32.0,99.26,4057,99.255,3,99.265,3,15872,4.03E+09
TF1706,56:32.5,99.26,4057,99.255,3,99.265,3,15872,4.03E+09
TF1706,56:33.0,99.26,4057,99.255,3,99.265,7,15872,4.03E+09
TF1706,56:34.5,99.245,4062,99.245,1,99.26,1,15872,4.03E+09
TF1706,56:35.0,99.245,4062,99.24,2,99.25,6,15872,4.03E+09
TF1706,56:35.5,99.245,4062,99.25,1,99.255,5,15872,4.03E+09
TF1706,56:36.0,99.25,4063,99.245,2,99.25,9,15871,4.03E+09
TF1706,56:36.5,99.25,4064,99.245,1,99.25,1,15870,4.04E+09
TF1706,56:37.0,99.25,4064,99.245,1,99.25,2,15870,4.04E+09
TF1706,56:38.5,99.25,4064,99.245,1,99.25,3,15870,4.04E+09
TF1706,56:39.0,99.25,4064,99.245,1,99.25,3,15870,4.04E+09
TF1706,56:40.0,99.25,4067,99.25,1,99.255,2,15869,4.04E+09
TF1706,56:40.5,99.25,4067,99.25,1,99.255,1,15869,4.04E+09
TF1706,56:41.0,99.25,4067,99.24,2,99.255,1,15869,4.04E+09
TF1706,56:41.5,99.25,4067,99.25,1,99.255,1,15869,4.04E+09
TF1706,56:42.0,99.25,4067,99.25,1,99.255,1,15869,4.04E+09
TF1706,56:43.0,99.25,4067,99.245,4,99.255,2,15869,4.04E+09
TF1706,56:43.5,99.25,4067,99.25,1,99.255,2,15869,4.04E+09
TF1706,56:44.0,99.25,4067,99.245,4,99.255,2,15869,4.04E+09
TF1706,56:46.0,99.245,4068,99.245,3,99.255,2,15869,4.04E+09
TF1706,56:46.5,99.245,4068,99.25,1,99.255,2,15869,4.04E+09
TF1706,56:47.0,99.245,4068,99.25,1,99.255,2,15869,4.04E+09
TF1706,56:48.5,99.245,4068,99.245,3,99.255,2,15869,4.04E+09
TF1706,56:53.5,99.245,4068,99.25,1,99.255,2,15869,4.04E+09
TF1706,56:54.0,99.245,4068,99.25,4,99.255,1,15869,4.04E+09
TF1706,56:54.5,99.255,4069,99.255,3,99.26,1,15870,4.04E+09
TF1706,56:55.0,99.255,4069,99.255,3,99.26,2,15870,4.04E+09
TF1706,56:55.5,99.255,4070,99.25,1,99.26,2,15871,4.04E+09
TF1706,56:56.0,99.255,4070,99.25,1,99.26,2,15871,4.04E+09
TF1706,56:59.5,99.255,4070,99.245,2,99.26,2,15871,4.04E+09
TF1706,57:00.0,99.255,4070,99.245,2,99.25,6,15871,4.04E+09
TF1706,57:00.5,99.255,4070,99.245,2,99.25,1,15871,4.04E+09
TF1706,57:01.0,99.245,4072,99.24,2,99.245,2,15869,4.04E+09
TF1706,57:01.5,99.245,4072,99.245,2,99.25,1,15869,4.04E+09
TF1706,57:02.0,99.245,4072,99.245,2,99.25,1,15869,4.04E+09
TF1706,57:02.5,99.245,4072,99.245,2,99.25,1,15869,4.04E+09
TF1706,57:03.0,99.245,4072,99.245,2,99.25,1,15869,4.04E+09
TF1706,57:04.0,99.245,4072,99.245,2,99.25,1,15869,4.04E+09
TF1706,57:07.5,99.245,4072,99.245,2,99.25,1,15869,4.04E+09
TF1706,57:08.0,99.245,4072,99.245,2,99.25,1,15869,4.04E+09
TF1706,57:08.5,99.245,4074,99.24,3,99.245,2,15867,4.05E+09
TF1706,57:09.0,99.245,4074,99.24,3,99.25,1,15867,4.05E+09
TF1706,57:10.0,99.245,4074,99.245,2,99.25,1,15867,4.05E+09
TF1706,57:10.5,99.245,4074,99.24,3,99.25,1,15867,4.05E+09
TF1706,57:11.0,99.245,4074,99.24,3,99.25,1,15867,4.05E+09
TF1706,57:13.5,99.245,4074,99.24,3,99.25,1,15867,4.05E+09
TF1706,57:14.0,99.245,4074,99.245,2,99.25,1,15867,4.05E+09
TF1706,57:15.5,99.245,4074,99.24,3,99.25,1,15867,4.05E+09
TF1706,57:16.0,99.245,4074,99.245,3,99.25,1,15867,4.05E+09
TF1706,57:18.5,99.245,4074,99.245,3,99.25,1,15867,4.05E+09
TF1706,57:21.0,99.245,4074,99.24,4,99.25,1,15867,4.05E+09
TF1706,57:21.5,99.245,4074,99.24,4,99.245,10,15867,4.05E+09
TF1706,57:22.5,99.245,4081,99.24,4,99.245,3,15870,4.05E+09
TF1706,57:23.0,99.245,4081,99.24,4,99.245,3,15870,4.05E+09
TF1706,57:24.0,99.245,4081,99.24,6,99.245,3,15870,4.05E+09
TF1706,57:24.5,99.245,4084,99.245,4,99.25,1,15870,4.06E+09
TF1706,57:25.0,99.245,4084,99.245,3,99.25,1,15870,4.06E+09
TF1706,57:26.5,99.245,4084,99.245,1,99.25,1,15870,4.06E+09
TF1706,57:27.0,99.245,4084,99.24,5,99.25,2,15870,4.06E+09
