code,date,close,open,high,low,volume,amount
399986.SZ,20200521,5948.7488,5982.1216,5993.9865,5945.3388,8393421.0,7098172.1
399986.SZ,20200520,5966.1259,5937.1693,5986.0448,5912.1717,10367725.0,8366715.8
399986.SZ,20200519,5937.5291,5958.3354,5958.9864,5928.1819,9367519.0,7095506.8
399986.SZ,20200518,5898.8646,5886.2635,5931.0321,5874.4058,8849036.0,7072424.3
399986.SZ,20200515,5892.4974,5924.2607,5932.5521,5884.8745,8686004.0,7029356.3
399986.SZ,20200514,5897.3512,5942.461,5942.461,5890.8508,8718150.0,7717110.5
399986.SZ,20200513,5960.3184,5951.3868,5964.7635,5922.942,8475313.0,6751195.1
399986.SZ,20200512,5964.5701,6010.6202,6023.1115,5957.8392,9302502.0,7429223.3
399986.SZ,20200511,6010.0401,6012.3921,6057.2387,6003.6486,11169039.0,8517480.9
399986.SZ,20200508,6012.6726,5984.5989,6030.4293,5969.2227,12462976.0,9701880.6
399986.SZ,20200507,5954.332,5985.4786,5985.4786,5945.3868,10917497.0,8127599.8
399986.SZ,20200506,5986.8479,5972.527,5998.4476,5939.252,16282243.0,12151637.6
399986.SZ,20200430,6051.1526,6045.7331,6125.8316,6045.2672,15196366.0,12554981.1
399986.SZ,20200429,6035.5688,5895.6187,6035.5688,5893.8177,18167818.0,14562560.3
399986.SZ,20200428,5895.1891,5888.9407,5903.4247,5829.9806,13762848.0,9881975.5
399986.SZ,20200427,5881.5548,5795.4288,5913.8652,5794.9797,16416532.0,13152299.7
399986.SZ,20200424,5775.3803,5794.1731,5794.2385,5760.5456,8817189.0,6281654.3
399986.SZ,20200423,5794.099,5821.5095,5823.9246,5786.2467,11298921.0,7494180.9
399986.SZ,20200422,5814.6013,5807.7029,5816.1556,5784.5657,10173076.0,7397304.0
399986.SZ,20200421,5818.9738,5843.0008,5857.746,5804.6526,11866623.0,9641441.0
399986.SZ,20200420,5841.2672,5854.9783,5859.295,5820.9677,10869557.0,8434040.3
399986.SZ,20200417,5859.8955,5841.5761,5888.5651,5818.9604,13847166.0,11678409.1
399986.SZ,20200416,5813.4529,5802.3295,5819.3443,5789.4469,9077570.0,6924536.2
399986.SZ,20200415,5829.0182,5850.1756,5853.4736,5820.5528,8536878.0,6417670.2
399986.SZ,20200414,5860.5643,5816.3331,5861.2287,5806.6623,9971608.0,7938723.9
399986.SZ,20200413,5792.8764,5809.2475,5815.2899,5787.0131,8301984.0,5837129.6
399986.SZ,20200410,5835.1735,5848.4743,5866.3793,5818.0865,9743277.0,7701804.7
399986.SZ,20200409,5836.8869,5858.457,5863.1033,5833.2771,8074457.0,6128701.3
399986.SZ,20200408,5837.9605,5855.776,5862.0057,5827.8477,10392952.0,8049560.6
399986.SZ,20200407,5871.7067,5885.2569,5893.4574,5856.9181,14598584.0,11085766.6
399986.SZ,20200403,5804.1081,5812.5856,5828.8616,5785.1713,10420015.0,7681126.8
399986.SZ,20200402,5842.6605,5774.2591,5842.6605,5774.2539,10330206.0,7488367.8
399986.SZ,20200401,5804.8271,5807.5816,5870.7459,5800.3188,10603320.0,7856967.2
399986.SZ,20200331,5808.1768,5908.5993,5919.3161,5803.2942,13101918.0,9205300.3
399986.SZ,20200330,5873.1068,5830.5088,5887.3174,5817.3608,14609316.0,10291473.7
399986.SZ,20200327,5893.7762,5924.1636,5944.8939,5883.5692,13453124.0,10101709.9
399986.SZ,20200326,5874.6081,5803.7018,5948.1834,5796.8782,16135424.0,12933607.9
399986.SZ,20200325,5838.9803,5835.0657,5864.2828,5799.5362,17081439.0,13534304.0
399986.SZ,20200324,5741.567,5685.9802,5747.7793,5667.9209,16969623.0,13007236.3
399986.SZ,20200323,5596.61,5610.9726,5650.3296,5585.3704,15718232.0,12377174.0
399986.SZ,20200320,5726.6494,5659.0884,5759.5421,5635.3499,19838742.0,16557941.6
399986.SZ,20200319,5601.7051,5736.2564,5756.3716,5552.9494,25573406.0,20694398.8
399986.SZ,20200318,5764.463,5916.5319,5944.7685,5762.4678,18629202.0,14486683.1
399986.SZ,20200317,5901.2294,5918.8984,5991.8411,5830.2723,21488912.0,15867882.8
399986.SZ,20200316,5913.8624,6090.8966,6090.8966,5913.4566,25710337.0,19906598.6
399986.SZ,20200313,6091.8804,5970.214,6108.9809,5948.0418,27716209.0,21119968.1
399986.SZ,20200312,6151.9198,6172.3184,6197.307,6132.1643,18419665.0,14126236.7
399986.SZ,20200311,6185.3238,6247.7904,6262.9299,6185.3238,15467298.0,12015405.2
399986.SZ,20200310,6240.1005,6145.8145,6260.2445,6145.8145,20548620.0,16034343.8
399986.SZ,20200309,6172.0123,6249.565,6249.7863,6163.5929,25301613.0,20098511.4
399986.SZ,20200306,6332.7162,6378.5429,6395.8668,6328.9736,18889051.0,15432806.1
399986.SZ,20200305,6432.4387,6295.4343,6439.3926,6276.4607,31652684.0,27319584.4
399986.SZ,20200304,6268.2912,6244.472,6275.4842,6229.5683,12925953.0,10874389.0
399986.SZ,20200303,6256.1195,6277.71,6297.7319,6245.3863,18207370.0,14506598.4
399986.SZ,20200302,6243.4265,6149.7586,6256.9364,6149.7586,17978461.0,14929500.0
399986.SZ,20200228,6129.8267,6233.0804,6266.9297,6129.8267,23028306.0,17696182.6
399986.SZ,20200227,6297.0678,6262.786,6310.8188,6262.6438,16019629.0,12958680.7
399986.SZ,20200226,6267.2546,6196.4355,6312.7711,6185.9987,20880991.0,16531961.8
399986.SZ,20200225,6244.7744,6248.6064,6276.5311,6206.7089,18995831.0,15676773.9
399986.SZ,20200224,6307.2004,6359.4505,6380.0789,6302.9719,17613212.0,14881592.9
399986.SZ,20200221,6382.3043,6378.8449,6423.507,6354.0965,17636784.0,14605319.1
399986.SZ,20200220,6403.1898,6333.0833,6412.2373,6292.8386,20996434.0,16716296.7
399986.SZ,20200219,6323.1517,6317.0078,6368.2347,6310.013,14075239.0,10879198.5
399986.SZ,20200218,6324.6354,6363.7545,6370.7192,6314.835,14566302.0,11903815.6
399986.SZ,20200217,6389.02,6274.323,6389.7788,6262.3356,18777821.0,15641041.0
399986.SZ,20200214,6277.2655,6214.9731,6285.9653,6214.3045,11631791.0,10247762.0
399986.SZ,20200213,6221.7732,6260.5912,6272.8445,6220.1446,12834698.0,10377314.3
399986.SZ,20200212,6272.3997,6255.7085,6272.5849,6225.7198,13315402.0,10716371.8
399986.SZ,20200211,6260.9421,6217.092,6281.3517,6207.9042,17106964.0,13895899.7
399986.SZ,20200210,6196.4539,6182.7039,6206.3203,6162.0178,14325068.0,11852463.8
399986.SZ,20200207,6222.8402,6195.8433,6222.8402,6155.2133,16205904.0,13096312.8
399986.SZ,20200206,6248.9392,6237.2616,6269.6213,6174.682,19488437.0,15511226.2
399986.SZ,20200205,6206.7339,6213.2594,6248.3628,6155.0341,19716887.0,16410143.7
399986.SZ,20200204,6210.1956,6083.7393,6219.2946,6083.7393,27048708.0,21612005.4
399986.SZ,20200203,6082.7205,5959.7489,6184.0973,5959.7489,36539362.0,27511834.0
399986.SZ,20200123,6514.4109,6641.1969,6641.1969,6486.7616,20952705.0,17590149.8
399986.SZ,20200122,6675.7951,6654.0972,6685.2623,6601.9964,14104304.0,11923963.2
399986.SZ,20200121,6679.5025,6746.6567,6747.3301,6674.9497,14598091.0,11985823.2
399986.SZ,20200120,6775.327,6753.0287,6783.6487,6743.2027,10484256.0,9986560.6
399986.SZ,20200117,6741.0193,6751.4762,6781.0465,6726.1176,10087982.0,8942355.1
399986.SZ,20200116,6740.8318,6797.1453,6801.8028,6728.7995,14612806.0,12484715.1
399986.SZ,20200115,6786.2505,6861.6307,6867.3972,6780.3575,11208818.0,10480568.5
399986.SZ,20200114,6860.7244,6885.0142,6937.8983,6855.542,13553954.0,12105038.1
399986.SZ,20200113,6878.1595,6865.1135,6880.136,6820.2765,12998779.0,11459159.3
399986.SZ,20200110,6859.4666,6866.0993,6876.9702,6835.9765,9961934.0,8340117.6
399986.SZ,20200109,6860.4504,6873.5369,6888.8547,6835.0289,13369089.0,11363557.3
399986.SZ,20200108,6824.863,6899.0261,6899.0261,6819.006,15609334.0,13109880.8
399986.SZ,20200107,6936.3562,6927.737,6984.7792,6915.1074,16155689.0,12512220.0
399986.SZ,20200106,6904.0175,6919.5158,6979.9967,6876.8746,19031238.0,15458509.3
399986.SZ,20200103,6951.823,6946.832,6971.4176,6937.1668,15204213.0,13632992.9
399986.SZ,20200102,6934.3549,6892.4407,6985.2906,6892.4407,23619764.0,21334801.6
399986.SZ,20191231,6824.5096,6818.3085,6827.7065,6782.6577,13505969.0,11202396.5
399986.SZ,20191230,6828.2667,6795.3944,6829.3026,6729.3748,18821813.0,15883920.0
399986.SZ,20191227,6834.0722,6817.7435,6899.1159,6812.9506,16174299.0,13305842.7
399986.SZ,20191226,6825.8713,6776.0763,6825.8713,6773.4787,9451917.0,7303223.0
399986.SZ,20191225,6775.5038,6805.8605,6808.8016,6755.5942,8809643.0,7346275.7
399986.SZ,20191224,6806.544,6774.2807,6824.2745,6774.2807,8590629.0,7779854.8
399986.SZ,20191223,6766.4251,6860.7408,6865.8261,6760.0473,15228119.0,12222765.0
399986.SZ,20191220,6842.8179,6844.9724,6888.6403,6829.782,15491287.0,12255042.3
399986.SZ,20191219,6842.1178,6836.3346,6883.4818,6825.3623,14222141.0,11444233.1
399986.SZ,20191218,6831.3086,6811.6387,6874.1995,6811.6387,17024529.0,14209042.8
399986.SZ,20191217,6824.4542,6728.1184,6877.0794,6703.5,25280217.0,20551734.8
399986.SZ,20191216,6730.2443,6733.6519,6733.6519,6697.7977,14615722.0,12217199.9
399986.SZ,20191213,6747.001,6668.5898,6747.001,6657.2314,18772668.0,15785740.7
399986.SZ,20191212,6617.2588,6640.9066,6640.9066,6603.5197,10036967.0,7735298.3
399986.SZ,20191211,6634.2389,6579.3605,6637.0625,6569.0233,12112301.0,10049498.6
399986.SZ,20191210,6562.2463,6569.7675,6586.927,6557.4693,9239473.0,7117894.8
399986.SZ,20191209,6586.6355,6594.506,6599.6515,6563.1653,10010698.0,7909303.1
399986.SZ,20191206,6597.846,6603.1508,6617.1505,6566.5385,8333479.0,7217311.6
399986.SZ,20191205,6590.9598,6583.3349,6606.4132,6561.0658,8864008.0,7342369.2
399986.SZ,20191204,6558.0706,6564.8602,6575.6044,6542.4997,8385032.0,6579492.4
399986.SZ,20191203,6593.4385,6553.3783,6597.7817,6534.2265,8234027.0,6715960.2
399986.SZ,20191202,6569.3565,6573.8765,6596.3915,6557.4376,8303287.0,6625018.0
399986.SZ,20191129,6564.2194,6597.494,6631.7503,6551.8376,10367290.0,8182109.5
399986.SZ,20191128,6604.5131,6625.936,6637.3232,6584.6143,8040675.0,6444668.9
399986.SZ,20191127,6630.4089,6633.2151,6652.1575,6610.3232,8441980.0,7560407.0
399986.SZ,20191126,6624.6974,6689.0089,6689.0596,6624.6974,16054955.0,13245196.7
399986.SZ,20191125,6665.3071,6605.513,6676.1512,6604.6118,12381340.0,9491970.8
399986.SZ,20191122,6586.6267,6634.5153,6652.5789,6574.7939,10405974.0,8751674.7
399986.SZ,20191121,6611.0983,6601.5071,6637.5731,6577.9145,11047699.0,8976482.1
399986.SZ,20191120,6628.3915,6724.8919,6731.1901,6617.4186,12432629.0,12183829.3
399986.SZ,20191119,6749.4703,6733.8546,6772.8818,6727.7707,10136029.0,8695480.9
399986.SZ,20191118,6752.5947,6669.1762,6770.9444,6660.0345,11195662.0,10381510.8
399986.SZ,20191115,6673.0274,6696.7399,6721.0554,6655.3994,9918321.0,8465342.2
399986.SZ,20191114,6672.6776,6722.3679,6726.6938,6652.6402,10507326.0,8621186.9
399986.SZ,20191113,6707.9799,6723.4253,6737.4962,6685.8701,10840978.0,9436293.2
399986.SZ,20191112,6737.1164,6734.2639,6756.5448,6706.1235,10463245.0,9046372.1
399986.SZ,20191111,6724.2818,6789.9241,6789.9241,6717.1949,15367947.0,12573809.5
399986.SZ,20191108,6827.8021,6947.294,6954.2268,6820.3533,15522369.0,13216478.6
399986.SZ,20191107,6914.3173,6931.9351,6953.4812,6888.5475,12837201.0,11231276.8
399986.SZ,20191106,6932.1956,6909.7868,6973.0742,6882.3392,17601659.0,16092527.7
399986.SZ,20191105,6910.0778,6830.8085,6984.2782,6818.0692,23737848.0,21006151.5
399986.SZ,20191104,6831.8552,6819.6972,6881.1292,6807.1871,15606183.0,14714389.4
399986.SZ,20191101,6793.9798,6654.7536,6809.4842,6629.7942,17944330.0,17080905.2
399986.SZ,20191031,6654.0192,6701.2739,6702.4908,6636.7058,13836900.0,11450219.6
399986.SZ,20191030,6689.0915,6712.4898,6751.7996,6672.4514,13016705.0,11879479.7
399986.SZ,20191029,6711.0245,6736.7853,6745.8183,6689.9791,13016430.0,10500915.6
399986.SZ,20191028,6728.6859,6767.7354,6802.2086,6712.4863,15597011.0,12799680.3
399986.SZ,20191025,6770.86,6789.8528,6789.8865,6706.5176,14938554.0,11818716.2
399986.SZ,20191024,6788.7072,6733.4801,6839.6927,6720.9949,19862180.0,15972800.4
399986.SZ,20191023,6714.2628,6707.9235,6753.8681,6688.8639,14126905.0,10684501.1
399986.SZ,20191022,6715.3915,6764.3705,6764.3705,6660.2564,14015539.0,12318237.3
399986.SZ,20191021,6740.4258,6652.1,6759.9383,6647.2445,15444842.0,12733752.0
399986.SZ,20191018,6660.3784,6787.9698,6833.3822,6650.2799,17504593.0,14794049.1
399986.SZ,20191017,6764.7857,6781.0558,6809.4001,6741.1683,12738886.0,11072906.8
399986.SZ,20191016,6778.0973,6830.2772,6912.8165,6735.1082,20618789.0,17670174.2
399986.SZ,20191015,6804.7281,6801.8223,6815.3539,6755.03,19688623.0,16062711.5
399986.SZ,20191014,6792.5202,6705.5316,6906.4392,6705.5316,35922557.0,28925840.6
399986.SZ,20191011,6661.111,6551.4477,6672.1804,6544.7526,20870360.0,19184080.3
399986.SZ,20191010,6530.3777,6532.6636,6549.9986,6505.5107,13050244.0,10773088.9
399986.SZ,20191009,6534.2729,6426.3853,6593.341,6424.8293,20730790.0,18639662.9
399986.SZ,20191008,6461.1968,6365.2607,6488.9973,6364.9914,16001758.0,14486877.1
399986.SZ,20190930,6374.4563,6405.9977,6458.8976,6374.4563,12544480.0,10444304.4
399986.SZ,20190927,6437.893,6434.3065,6458.4964,6379.9006,15801164.0,13403238.7
399986.SZ,20190926,6433.2268,6364.6289,6481.606,6354.382,22064911.0,20267677.9
399986.SZ,20190925,6343.5465,6311.2856,6373.5878,6289.3055,10723350.0,10286171.8
399986.SZ,20190924,6313.7434,6337.3783,6347.9282,6310.2049,8470393.0,7683104.5
399986.SZ,20190923,6324.498,6363.4072,6365.9739,6298.8253,11421639.0,10278334.3
399986.SZ,20190920,6382.7812,6368.1299,6387.3374,6350.9408,15697471.0,14211024.1
399986.SZ,20190919,6351.4638,6360.3055,6361.547,6327.3183,9716120.0,9417515.7
399986.SZ,20190918,6340.8433,6354.4532,6369.0509,6339.9296,9326841.0,7847778.0
399986.SZ,20190917,6336.4948,6409.4612,6410.2165,6321.5941,12677059.0,10034106.9
399986.SZ,20190916,6417.4886,6464.2403,6465.5429,6400.894,10434815.0,8897132.7
399986.SZ,20190912,6451.9001,6457.1491,6459.9373,6421.6922,11927100.0,10234905.2
399986.SZ,20190911,6426.4809,6404.0505,6432.421,6384.9939,15859610.0,12317123.5
399986.SZ,20190910,6379.1322,6410.3867,6410.6803,6351.6339,12962704.0,10999845.3
399986.SZ,20190909,6403.904,6470.8819,6486.162,6391.2246,18001468.0,15349231.5
399986.SZ,20190906,6424.188,6417.3861,6426.6748,6382.0308,13791259.0,11099862.2
399986.SZ,20190905,6382.6649,6327.2753,6444.5346,6327.1294,25160449.0,19999499.6
399986.SZ,20190904,6304.5893,6211.7493,6304.5893,6207.3332,18210136.0,14307092.7
399986.SZ,20190903,6207.1247,6220.4005,6224.9633,6194.8694,10629034.0,8528770.9
399986.SZ,20190902,6210.7594,6184.0786,6234.1768,6172.9596,14359086.0,11763114.1
399986.SZ,20190830,6175.4963,6203.1008,6217.3088,6155.6213,12521868.0,10860675.2
399986.SZ,20190829,6162.7075,6199.1521,6207.5071,6138.8313,11716095.0,10387158.9
399986.SZ,20190828,6201.4432,6241.2178,6245.3682,6195.7221,12697348.0,12898483.5
399986.SZ,20190827,6254.6175,6259.9854,6317.9802,6254.6175,17808033.0,14882330.3
399986.SZ,20190826,6226.6088,6242.069,6271.6964,6205.6039,13434196.0,12162455.8
399986.SZ,20190823,6331.2893,6266.1056,6340.5286,6260.5226,12008455.0,12072837.4
399986.SZ,20190822,6263.6897,6287.5198,6289.5939,6245.3208,9847137.0,8185056.3
399986.SZ,20190821,6273.171,6281.2319,6296.5842,6267.5054,10076358.0,9344990.3
399986.SZ,20190820,6293.8513,6277.0116,6329.5136,6272.1372,14933198.0,12582256.8
399986.SZ,20190819,6305.0073,6255.2256,6307.7911,6180.4764,24817527.0,20109137.7
399986.SZ,20190816,6275.4362,6291.6423,6315.2611,6254.1778,11071180.0,9359502.7
399986.SZ,20190815,6292.1629,6212.8954,6294.1736,6206.3046,10562430.0,8697215.2
399986.SZ,20190814,6297.9751,6370.0844,6380.7341,6295.9056,12350574.0,11151105.3
399986.SZ,20190813,6314.4097,6351.71,6353.6349,6301.7117,10045052.0,8742205.1
399986.SZ,20190812,6384.0922,6308.1695,6388.101,6306.6612,12420058.0,11846676.2
399986.SZ,20190809,6313.1033,6337.6389,6358.5725,6296.0299,13048674.0,11275767.4
399986.SZ,20190808,6320.4471,6258.1974,6333.7001,6254.1622,14671652.0,12840414.7
399986.SZ,20190807,6214.5032,6254.613,6259.7396,6209.4036,11313401.0,9527012.9
399986.SZ,20190806,6231.5617,6208.2932,6254.8593,6187.3372,16948255.0,13082247.4
399986.SZ,20190805,6297.857,6387.9619,6391.5671,6297.179,15124503.0,11813577.0
399986.SZ,20190802,6416.6491,6406.9232,6437.0278,6396.2618,15991299.0,12771189.6
399986.SZ,20190801,6491.585,6526.9695,6544.2738,6469.6824,11847055.0,9352534.5
399986.SZ,20190731,6550.0897,6575.3672,6580.9477,6530.1758,11767077.0,9563163.1
399986.SZ,20190730,6601.4575,6573.6185,6644.7854,6570.2141,13552289.0,10892704.1
399986.SZ,20190729,6570.892,6581.8891,6586.3817,6547.3185,11998081.0,9421531.2
399986.SZ,20190726,6577.653,6558.1072,6592.0913,6556.0696,11130785.0,9021385.6
399986.SZ,20190725,6582.6627,6497.6926,6583.2368,6496.1671,14007991.0,13216849.8
399986.SZ,20190724,6486.3418,6472.7877,6528.4282,6467.2302,12967019.0,10340036.9
399986.SZ,20190723,6448.853,6442.7236,6457.541,6426.4923,10054786.0,7838573.6
399986.SZ,20190722,6437.5938,6450.8772,6481.1253,6408.9461,11804962.0,9382289.2
399986.SZ,20190719,6455.575,6399.8888,6465.6641,6393.7091,10776511.0,9785390.4
399986.SZ,20190718,6375.7406,6382.6982,6394.2077,6359.2315,9317736.0,7373539.9
399986.SZ,20190717,6381.2134,6385.3741,6413.6637,6368.1616,8138738.0,6461586.5
399986.SZ,20190716,6406.4306,6416.1896,6429.0433,6397.3095,8210448.0,7006945.6
399986.SZ,20190715,6417.493,6397.0549,6451.3256,6329.0527,13304271.0,10574135.1
399986.SZ,20190712,6426.274,6356.5433,6448.2482,6345.4291,12385141.0,11372079.1
399986.SZ,20190711,6374.9444,6379.5566,6409.4425,6359.4714,9579318.0,8952380.5
399986.SZ,20190710,6364.2424,6417.1788,6418.7611,6346.291,9585295.0,8365611.0
399986.SZ,20190709,6403.9255,6427.3497,6438.2965,6390.9718,9898355.0,7446544.6
399986.SZ,20190708,6448.6126,6544.0925,6544.0925,6422.3536,16507350.0,12565740.9
399986.SZ,20190705,6568.8693,6577.8894,6577.8894,6540.0202,11475148.0,9138054.4
399986.SZ,20190704,6596.763,6614.5087,6630.6476,6577.5096,13778320.0,11029541.5
399986.SZ,20190703,6605.4143,6614.7485,6614.7657,6577.9677,14940553.0,11614402.6
399986.SZ,20190702,6646.902,6648.6998,6652.1524,6615.4723,17164580.0,14369556.6
399986.SZ,20190701,6649.6423,6650.7701,6677.1851,6629.1725,19628361.0,16626182.5
399986.SZ,20190628,6564.1843,6584.4711,6585.0342,6531.3416,12019345.0,9632970.6
399986.SZ,20190627,6584.951,6548.7356,6615.8615,6548.7356,16139454.0,14043452.6
399986.SZ,20190626,6522.7914,6506.5104,6554.5283,6501.8116,12590263.0,11542636.0
399986.SZ,20190625,6554.4871,6682.6552,6682.6724,6485.8468,22742925.0,23726945.2
399986.SZ,20190624,6696.2712,6679.1542,6706.2543,6667.8377,13065153.0,10476819.1
399986.SZ,20190621,6681.6586,6733.3114,6759.0246,6671.7241,23595849.0,18779186.4
399986.SZ,20190620,6738.745,6585.8063,6781.7601,6577.4006,31848874.0,24741331.9
399986.SZ,20190619,6575.187,6623.5753,6633.0927,6569.2271,22671150.0,17280091.6
399986.SZ,20190618,6555.0869,6535.8099,6559.0613,6514.2218,13116504.0,9501393.3
399986.SZ,20190617,6526.172,6500.1796,6566.0873,6498.5554,11655164.0,9081396.2
399986.SZ,20190614,6500.2053,6525.1132,6540.6034,6487.792,12761324.0,10121443.3
399986.SZ,20190613,6508.1268,6516.4134,6535.7794,6468.577,10934414.0,8314317.0
399986.SZ,20190612,6519.8814,6519.691,6540.9574,6489.2252,12495668.0,9540193.0
399986.SZ,20190611,6531.1143,6463.7981,6538.8793,6455.3199,18251928.0,14641986.1
399986.SZ,20190610,6463.396,6400.7762,6495.0249,6400.5605,14024714.0,11496269.5
399986.SZ,20190606,6378.0588,6398.2327,6405.4906,6357.8187,10527106.0,8164462.4
399986.SZ,20190605,6379.8582,6392.1296,6428.172,6379.0637,12844121.0,9521012.6
399986.SZ,20190604,6358.7311,6363.5499,6369.1126,6324.0565,12038797.0,9303055.5
399986.SZ,20190603,6364.115,6343.7129,6398.1344,6313.7691,15452272.0,11968672.6
399986.SZ,20190531,6347.5896,6368.2967,6405.9591,6339.0608,12361932.0,9291169.0
399986.SZ,20190530,6369.6955,6378.3458,6383.8943,6324.5271,12205297.0,9349338.8
399986.SZ,20190529,6372.2126,6379.9113,6425.8895,6356.3309,12724269.0,10400733.0
399986.SZ,20190528,6426.6087,6379.9817,6445.9962,6353.3323,18502568.0,14992627.3
399986.SZ,20190527,6387.879,6343.3931,6403.5369,6279.178,16322707.0,13161235.7
399986.SZ,20190524,6373.5219,6354.5922,6401.8513,6353.6883,12437590.0,9136014.4
399986.SZ,20190523,6335.4129,6351.47,6367.0184,6300.7689,14952379.0,10359692.9
399986.SZ,20190522,6372.3091,6390.1367,6406.7057,6355.3102,11312769.0,8896554.7
399986.SZ,20190521,6389.8261,6342.7004,6443.2123,6338.7048,13869776.0,10977679.4
399986.SZ,20190520,6344.8417,6326.1527,6385.2921,6307.3488,18813148.0,12518164.0
399986.SZ,20190517,6339.2841,6426.4004,6429.3146,6323.2667,14972871.0,11064793.1
399986.SZ,20190516,6417.2614,6403.7936,6425.0154,6388.2499,14317001.0,10135998.5
399986.SZ,20190515,6415.1807,6355.5872,6443.5623,6341.8493,15725621.0,11871913.2
399986.SZ,20190514,6312.6385,6282.4858,6374.9811,6282.3822,14472756.0,11740040.1
399986.SZ,20190513,6336.5664,6352.6916,6374.3429,6328.0981,14467577.0,10580384.9
399986.SZ,20190510,6431.1591,6352.4698,6460.016,6291.8825,19347952.0,15496412.3
399986.SZ,20190509,6295.921,6395.6041,6416.8279,6271.6526,17523003.0,14891874.0
399986.SZ,20190508,6420.3946,6455.5883,6500.3002,6412.3858,17172707.0,13891437.6
399986.SZ,20190507,6526.4753,6559.338,6569.8417,6477.4302,19480434.0,16188992.9
399986.SZ,20190506,6538.6854,6558.9506,6589.9491,6427.4248,36634330.0,29754701.0
399986.SZ,20190430,6720.3654,6693.8934,6742.0631,6641.4477,20920173.0,19751221.6
399986.SZ,20190429,6698.5002,6616.8178,6751.4184,6611.903,20973906.0,16946460.4
399986.SZ,20190426,6584.0698,6662.3676,6684.0268,6582.4508,18982780.0,15189377.9
399986.SZ,20190425,6692.5617,6738.8058,6764.2512,6679.7476,18859864.0,15013315.6
399986.SZ,20190424,6762.9353,6789.2634,6805.0439,6673.5633,19003475.0,16240001.1
399986.SZ,20190423,6745.9095,6728.0656,6797.3837,6724.2567,17879496.0,14628763.5
399986.SZ,20190422,6734.5798,6922.4238,6931.7624,6720.8812,25159721.0,21856395.7
399986.SZ,20190419,6930.0029,6895.8264,6978.5205,6855.1585,18568469.0,16127982.2
399986.SZ,20190418,6878.526,6927.7697,6929.9608,6859.5401,17986419.0,14349009.3
399986.SZ,20190417,6933.4008,6944.3542,7015.6066,6907.6045,30981590.0,24748055.6
399986.SZ,20190416,6973.7052,6679.8929,6973.9717,6673.7795,50073967.0,41407981.5
399986.SZ,20190415,6701.7936,6783.6924,6877.9616,6701.7936,34408828.0,28491582.8
399986.SZ,20190412,6667.7686,6661.2113,6690.9926,6641.4369,14111005.0,11068568.1
399986.SZ,20190411,6667.1158,6722.9142,6781.9191,6644.0658,19909670.0,16020205.8
399986.SZ,20190410,6716.5601,6715.6174,6751.0445,6650.2384,21614945.0,17719831.7
399986.SZ,20190409,6737.5149,6799.8496,6818.1287,6712.2267,21318487.0,17258066.9
399986.SZ,20190408,6813.2407,6796.6276,6941.6613,6764.216,41473815.0,33202798.0
399986.SZ,20190404,6763.0007,6664.8844,6785.3206,6664.8844,39328061.0,30189223.3
399986.SZ,20190403,6653.1725,6550.8938,6656.0958,6537.2728,27923324.0,20566916.2
399986.SZ,20190402,6607.0304,6610.9751,6649.1985,6587.466,27392705.0,20823986.7
399986.SZ,20190401,6590.1022,6509.8636,6636.2993,6509.8348,36045849.0,28692431.0
399986.SZ,20190329,6478.5331,6293.4726,6492.5264,6286.9993,27799465.0,22784466.9
399986.SZ,20190328,6291.4146,6299.8832,6302.4821,6246.4086,13642026.0,10156057.2
399986.SZ,20190327,6327.0108,6290.904,6366.4122,6281.5012,15594327.0,12250444.1
399986.SZ,20190326,6269.8451,6326.1179,6326.8733,6245.768,15880001.0,11958574.1
399986.SZ,20190325,6281.6453,6382.5605,6388.8157,6281.6453,22685450.0,17152227.3
399986.SZ,20190322,6453.9984,6479.2848,6487.7637,6403.675,16763689.0,12880809.3
399986.SZ,20190321,6468.6573,6508.5871,6516.8416,6464.4405,19269368.0,14738467.1
399986.SZ,20190320,6515.5791,6485.3058,6552.2917,6465.5664,18455042.0,14606064.9
399986.SZ,20190319,6506.9323,6548.1926,6570.3708,6489.3139,18992235.0,15207710.8
399986.SZ,20190318,6538.8423,6437.814,6538.8423,6405.0363,25874444.0,19604600.7
399986.SZ,20190315,6427.2636,6404.2278,6483.4832,6395.9396,19303805.0,15163993.0
399986.SZ,20190314,6401.8881,6388.6968,6478.7791,6381.0427,19602393.0,15618153.7
399986.SZ,20190313,6405.3865,6403.7791,6463.7621,6328.3699,24302098.0,18895774.4
399986.SZ,20190312,6401.3723,6432.3348,6489.4543,6367.0295,27713817.0,21498690.8
399986.SZ,20190311,6378.9617,6344.3615,6392.233,6310.9493,24377823.0,18389741.6
399986.SZ,20190308,6357.6756,6507.1534,6507.1534,6351.6044,37267221.0,28820757.6
399986.SZ,20190307,6605.7473,6695.7368,6695.7368,6579.93,37829669.0,29953711.4
399986.SZ,20190306,6711.4746,6683.7796,6752.4696,6631.6608,31099554.0,24001153.0
399986.SZ,20190305,6685.6893,6690.352,6727.0013,6649.8926,27533036.0,21917350.3
399986.SZ,20190304,6713.2622,6717.4907,6892.42,6676.8818,54403654.0,42886438.2
399986.SZ,20190301,6676.7435,6505.7986,6676.7435,6433.3147,33782256.0,27299478.5
399986.SZ,20190228,6468.1127,6490.1415,6545.6632,6447.2714,24541500.0,19065663.4
